name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres,cluster,cluster_name
Sambho Sankara Gowreesa,0.84,0.317,-7.336,0.218,0.99,0.0,0.272,0.631,129.263,carnatic,2,Chill / Soft
Kooththaal Than Mooththaal,0.414,0.399,-6.878,0.0745,0.961,0.0005,0.856,0.571,115.843,carnatic,2,Chill / Soft
Ungalile Yaan Oruvan,0.398,0.399,-7.488,0.0635,0.96,3.47e-05,0.618,0.541,75.678,carnatic,2,Chill / Soft
Sree Kalyana Guna,0.43,0.388,-9.433,0.103,0.966,0.0579,0.483,0.543,112.858,carnatic,2,Chill / Soft
Amba Manamkanindhu,0.613,0.343,-9.386,0.0294,0.982,0.376,0.164,0.675,100.608,carnatic,2,Chill / Soft
Naattiya Kalaiyae,0.605,0.459,-8.518,0.0338,0.968,0.0351,0.459,0.905,88.608,carnatic,2,Chill / Soft
Thiruvarul Thara,0.384,0.423,-8.616,0.0629,0.995,0.917,0.226,0.399,74.882,carnatic,2,Chill / Soft
Vadhaname,0.559,0.541,-6.569,0.033,0.921,0.887,0.416,0.736,116.923,carnatic,2,Chill / Soft
Vaasamalar Madanthai,0.35,0.368,-6.54,0.0338,0.966,2.65e-05,0.17,0.515,136.042,carnatic,2,Chill / Soft
Thamiyen Painthamizh,0.558,0.346,-8.916,0.0627,0.975,4.92e-06,0.139,0.844,93.228,carnatic,2,Chill / Soft
Soppana Vaazhvil,0.469,0.349,-9.339,0.0375,0.961,0.621,0.288,0.827,77.001,carnatic,2,Chill / Soft
Maakaali Annaiye,0.309,0.414,-7.821,0.0583,0.889,0.000641,0.574,0.635,168.529,carnatic,2,Chill / Soft
Manmatha Leelayai,0.458,0.396,-9.858,0.0714,0.948,0.608,0.352,0.838,94.278,carnatic,2,Chill / Soft
Maamuni Naadha,0.497,0.273,-7.679,0.0547,0.97,0.0708,0.204,0.509,73.13,carnatic,2,Chill / Soft
Ennaalum Intha Inbam,0.446,0.302,-10.106,0.0575,0.994,0.0188,0.239,0.674,85.262,carnatic,2,Chill / Soft
Vaazhvilor Thirunaal,0.629,0.547,-8.078,0.077,0.854,0.0581,0.151,0.806,83.451,carnatic,0,Party / Energetic
Nijama Idhu Nijama,0.641,0.308,-10.579,0.0419,0.991,0.594,0.152,0.733,101.632,carnatic,2,Chill / Soft
Ennudal Thanil,0.329,0.448,-7.668,0.0434,0.964,0.122,0.15,0.658,92.704,carnatic,2,Chill / Soft
Krishna Mugundha,0.577,0.507,-8.787,0.0504,0.976,0.821,0.205,0.633,101.23,carnatic,2,Chill / Soft
Annaiyum Thanthaiyum,0.403,0.401,-11.27,0.114,0.944,0.234,0.331,0.83,175.461,carnatic,2,Chill / Soft
Maanida Jenmam,0.378,0.481,-10.418,0.0543,0.93,0.0174,0.0839,0.925,78.145,carnatic,2,Chill / Soft
Unnai Allal,0.655,0.389,-11.374,0.0291,0.975,0.2,0.493,0.955,100.919,carnatic,2,Chill / Soft
Piravikkadal Thaandi,0.399,0.34,-11.293,0.0613,0.993,0.908,0.109,0.925,73.286,carnatic,2,Chill / Soft
Yaanai Thandham,0.666,0.228,-7.898,0.0385,0.92,0.0022,0.155,0.866,93.331,carnatic,2,Chill / Soft
Njana Kann Kondu,0.508,0.265,-12.055,0.0531,0.994,0.105,0.283,0.644,73.274,carnatic,2,Chill / Soft
Raadhe Unakku,0.72,0.409,-6.348,0.0401,0.962,2.89e-06,0.125,0.571,98.986,carnatic,2,Chill / Soft
Bhoomiyil Maanida,0.43,0.418,-12.647,0.045,0.976,0.0604,0.0664,0.846,120.805,carnatic,2,Chill / Soft
Deenakarunakaranae,0.499,0.569,-8.424,0.0378,0.88,0.329,0.159,0.917,87.729,carnatic,2,Chill / Soft
Sathvaguna Bothan,0.343,0.337,-9.617,0.0309,0.988,0.83,0.327,0.685,85.064,carnatic,2,Chill / Soft
Manamae Nee,0.318,0.454,-11.993,0.0338,0.956,0.281,0.423,0.761,92.419,carnatic,2,Chill / Soft
Unnai Kandu,0.408,0.517,-8.951,0.127,0.924,0.0248,0.626,0.716,87.659,carnatic,2,Chill / Soft
Dhianame Nee,0.377,0.429,-12.681,0.0369,0.942,0.0811,0.53,0.876,127.993,carnatic,2,Chill / Soft
Maanila Vaazhvu,0.356,0.422,-8.31,0.0394,0.994,0.578,0.405,0.844,87.449,carnatic,2,Chill / Soft
Maraivaai Puthaindha,0.575,0.422,-8.751,0.0568,0.963,1.8e-06,0.551,0.699,85.659,carnatic,2,Chill / Soft
Orunaal Oru Pozhudhu,0.34,0.555,-11.32,0.0416,0.816,0.0975,0.66,0.669,97.773,carnatic,2,Chill / Soft
Chidhambara Naadha,0.376,0.488,-9.769,0.0431,0.77,0.0152,0.834,0.738,91.818,carnatic,2,Chill / Soft
Saraasaraangal,0.635,0.467,-9.689,0.0518,0.8,0.185,0.0911,0.926,112.854,carnatic,0,Party / Energetic
Un Azhagai Kaana,0.65,0.506,-6.868,0.0512,0.895,0.00478,0.382,0.898,139.01,carnatic,0,Party / Energetic
Eesan Kaanmino,0.388,0.33,-13.138,0.0365,0.994,0.962,0.106,0.555,128.699,carnatic,2,Chill / Soft
Sinam Kaamam,0.459,0.368,-7.842,0.0901,0.954,0.761,0.659,0.629,103.029,carnatic,2,Chill / Soft
Pavazha Maal,0.197,0.398,-12.959,0.035,0.967,0.0953,0.631,0.589,73.781,carnatic,2,Chill / Soft
Ullam Kavarum,0.419,0.474,-8.832,0.0495,0.993,0.739,0.409,0.823,92.497,carnatic,2,Chill / Soft
Vadhaname,0.559,0.541,-6.569,0.033,0.921,0.883,0.422,0.735,116.957,carnatic,2,Chill / Soft
Vallalalai Paadum Vaayaal,0.449,0.477,-12.02,0.0359,0.944,0.602,0.134,0.835,88.997,carnatic,2,Chill / Soft
Soppana Vaazhvil,0.481,0.349,-9.339,0.0381,0.961,0.621,0.316,0.826,76.973,carnatic,2,Chill / Soft
Amba Manamkanindhu,0.613,0.343,-9.386,0.0294,0.982,0.373,0.164,0.675,100.607,carnatic,2,Chill / Soft
Naattiya Kalaiyae,0.613,0.459,-8.518,0.0335,0.968,0.0342,0.459,0.905,88.318,carnatic,2,Chill / Soft
Thamiyen Painthamizh,0.432,0.346,-8.916,0.111,0.975,4.95e-06,0.139,0.857,185.3,carnatic,2,Chill / Soft
Maakaali Annaiye,0.308,0.414,-7.821,0.0591,0.889,0.000625,0.574,0.635,169.067,carnatic,2,Chill / Soft
Sambho Sankara Gowreesa,0.842,0.317,-7.336,0.214,0.99,0.0,0.272,0.63,129.055,carnatic,2,Chill / Soft
Sithaye Ye Sithaye,0.393,0.286,-7.937,0.036,0.969,4.33e-05,0.372,0.502,121.731,carnatic,2,Chill / Soft
Kooththaal Than Mooththaal,0.414,0.399,-6.878,0.0743,0.961,0.0005,0.856,0.572,115.885,carnatic,2,Chill / Soft
Thiruvarul Thara,0.382,0.423,-8.616,0.0629,0.995,0.917,0.226,0.399,74.784,carnatic,2,Chill / Soft
Vaasamalar Madanthai,0.422,0.369,-6.54,0.0325,0.966,2.65e-05,0.17,0.514,63.547,carnatic,2,Chill / Soft
Sree Kalyana Guna,0.427,0.388,-9.433,0.101,0.966,0.0579,0.483,0.541,110.421,carnatic,2,Chill / Soft
Mannam Kanindhae,0.446,0.477,-6.887,0.0503,0.872,0.0392,0.828,0.765,128.875,carnatic,2,Chill / Soft
Ungalile Yaan Oruvan,0.412,0.399,-7.488,0.0596,0.96,3.47e-05,0.618,0.54,127.672,carnatic,2,Chill / Soft
Krishna Mugundha,0.565,0.507,-8.787,0.049,0.976,0.804,0.205,0.626,99.503,carnatic,2,Chill / Soft
Manmatha Leelayai,0.529,0.396,-9.858,0.0594,0.948,0.603,0.352,0.845,94.258,carnatic,2,Chill / Soft
Annaiyum Thanthaiyum,0.4,0.401,-11.27,0.107,0.944,0.234,0.331,0.834,87.526,carnatic,2,Chill / Soft
Ennudal Thanil,0.4,0.448,-7.668,0.0342,0.964,0.122,0.15,0.659,93.458,carnatic,2,Chill / Soft
Nijama Idhu Nijama,0.627,0.308,-10.579,0.0422,0.991,0.599,0.152,0.732,100.979,carnatic,2,Chill / Soft
Maamuni Naadha,0.446,0.273,-7.679,0.0622,0.97,0.0673,0.205,0.509,71.686,carnatic,2,Chill / Soft
Vaazhvilor Thirunaal,0.629,0.547,-8.078,0.0768,0.855,0.0608,0.151,0.808,83.444,carnatic,0,Party / Energetic
Ennaalum Intha Inbam,0.506,0.302,-10.106,0.0498,0.994,0.0193,0.239,0.675,138.904,carnatic,2,Chill / Soft
Piravikkadal Thaandi,0.378,0.34,-11.293,0.0619,0.993,0.909,0.109,0.923,73.302,carnatic,2,Chill / Soft
Maanida Jenmam,0.376,0.481,-10.418,0.054,0.929,0.0157,0.0839,0.925,76.263,carnatic,2,Chill / Soft
Yaanai Thandham,0.666,0.228,-7.898,0.0385,0.92,0.0022,0.155,0.866,93.331,carnatic,2,Chill / Soft
En Jeeva Preyai,0.585,0.453,-7.376,0.0672,0.893,7.3e-06,0.27,0.778,119.569,carnatic,0,Party / Energetic
Puthiya Vaazhvu,0.664,0.392,-9.678,0.0412,0.993,0.703,0.328,0.949,126.372,carnatic,2,Chill / Soft
Aaranangai,0.581,0.44,-8.068,0.0562,0.986,0.283,0.412,0.85,108.768,carnatic,2,Chill / Soft
Aaranange Nijam Nee Ariyaai,0.487,0.174,-16.432,0.23,0.991,0.626,0.151,0.711,107.558,carnatic,2,Chill / Soft
Chedi Maraivilae,0.416,0.686,-5.927,0.0791,0.909,0.0251,0.2,0.818,187.355,carnatic,0,Party / Energetic
Oru Pizhaiyum,0.449,0.236,-13.121,0.236,0.992,0.0164,0.233,0.55,95.839,carnatic,2,Chill / Soft
Rajan Maharajan,0.695,0.691,-8.88,0.0599,0.951,0.236,0.149,0.96,92.09,carnatic,0,Party / Energetic
Aaranangai,0.583,0.442,-8.068,0.0555,0.986,0.279,0.412,0.853,108.844,carnatic,2,Chill / Soft
Andalucia,0.401,0.122,-26.917,0.0414,0.989,0.918,0.115,0.329,94.246,classical guitar,2,Chill / Soft
Arabia,0.56,0.113,-26.193,0.035,0.994,0.955,0.0962,0.455,98.528,classical guitar,2,Chill / Soft
Bell Tolling Blues,0.535,0.157,-13.403,0.107,0.995,0.459,0.337,0.484,115.359,barrelhouse piano,2,Chill / Soft
Miserable Life Blues,0.557,0.0799,-14.608,0.0463,0.996,0.833,0.144,0.471,139.545,barrelhouse piano,2,Chill / Soft
Dying Sinner Blues Pt. 2,0.485,0.216,-13.349,0.035,0.996,0.547,0.488,0.449,132.248,barrelhouse piano,2,Chill / Soft
Ball Playing Blues,0.452,0.263,-12.882,0.119,0.995,0.335,0.614,0.375,91.771,barrelhouse piano,2,Chill / Soft
Dream Book Blues - Remastered,0.553,0.121,-14.935,0.0462,0.996,0.245,0.244,0.487,98.248,barrelhouse piano,2,Chill / Soft
Wake Up and Live (Overture),0.424,0.574,-7.503,0.0529,0.981,0.893,0.539,0.963,75.709,big band,2,Chill / Soft
The Girl On the Police Gazette,0.357,0.417,-9.81,0.0504,0.992,0.0173,0.433,0.482,108.285,vintage hollywood,2,Chill / Soft
Susan Slept Here,0.584,0.335,-9.712,0.0807,0.867,0.0,0.111,0.683,112.381,vintage hollywood,2,Chill / Soft
Lalita Go Dhik Rahu Jibane,0.589,0.178,-11.843,0.0859,0.892,0.0,0.0932,0.498,116.166,bengali folk,2,Chill / Soft
Kishori Baani Shuniya,0.599,0.205,-11.255,0.139,0.881,0.0,0.378,0.587,129.849,bengali folk,2,Chill / Soft
Ras Ke Bhare More Nain,0.386,0.195,-16.581,0.0412,0.994,0.935,0.305,0.243,143.039,bengali folk,2,Chill / Soft
Ningariya Neel Shari,0.391,0.378,-15.156,0.0618,0.989,0.59,0.413,0.708,166.255,bengali folk,2,Chill / Soft
Ami Mela Theke Taalpatar,0.499,0.481,-11.253,0.0324,0.841,0.0,0.555,0.577,96.31,bengali folk,2,Chill / Soft
Kalenda March - Remastered,0.638,0.499,-14.93,0.0745,0.922,0.00351,0.468,0.906,56.152,calypso,2,Chill / Soft
African War Call - Remastered,0.476,0.196,-17.13,0.0634,0.953,4.9e-06,0.429,0.485,114.201,calypso,2,Chill / Soft
Death - Remastered,0.699,0.245,-16.534,0.109,0.89,0.0,0.569,0.885,85.04,calypso,1,Rap / Spoken
Baboo Lala - Remastered,0.508,0.292,-14.734,0.0672,0.882,0.0,0.388,0.554,82.968,calypso,2,Chill / Soft
Når lærken synger,0.848,0.163,-18.746,0.227,0.995,0.245,0.09,0.799,95.839,dansktop,2,Chill / Soft
Først et lille blink - track version,0.659,0.307,-12.073,0.038,0.996,0.909,0.11,0.779,94.974,dansktop,2,Chill / Soft
Jeg nynner på en sang,0.506,0.133,-17.386,0.0373,0.992,0.532,0.188,0.32,99.942,dansktop,2,Chill / Soft
To unge hjerter,0.469,0.293,-13.319,0.0319,0.976,0.877,0.107,0.452,84.021,dansktop,2,Chill / Soft
Jeg har hjertebanken i fødderne,0.752,0.443,-12.33,0.0989,0.982,0.598,0.229,0.928,104.758,dansktop,2,Chill / Soft
"Hot-Hot, jeg har det hede hule hot-hot",0.653,0.345,-17.499,0.22,0.986,0.0029,0.121,0.84,98.271,dansktop,2,Chill / Soft
"Jeg har elsket dig, saa længe jeg kan mindes",0.535,0.0864,-21.902,0.099,0.99,0.000324,0.456,0.548,111.629,dansktop,2,Chill / Soft
Hele verden nynner,0.339,0.0959,-22.506,0.0422,0.992,0.0406,0.142,0.233,113.171,dansktop,2,Chill / Soft
Her er der en lille pige,0.546,0.206,-17.072,0.237,0.952,4.76e-05,0.202,0.723,84.621,dansktop,2,Chill / Soft
"Vipti, vupti, optimist",0.603,0.152,-18.682,0.0731,0.995,0.175,0.324,0.616,58.173,dansktop,2,Chill / Soft
Tingeling for mig,0.752,0.625,-4.678,0.147,0.788,0.0,0.0934,0.927,133.119,dansktop,0,Party / Energetic
I Get Along Without You Very Well,0.446,0.0642,-17.513,0.0445,0.975,0.0,0.0878,0.281,123.429,british dance band,2,Chill / Soft
The Girl Who Loves a Soldier,0.771,0.332,-13.235,0.0447,0.873,0.00351,0.131,0.783,118.617,british dance band,2,Chill / Soft
Undecided,0.626,0.326,-14.459,0.0448,0.891,0.00778,0.225,0.792,153.918,british dance band,2,Chill / Soft
Boom!,0.447,0.152,-15.907,0.0401,0.962,0.00311,0.434,0.565,80.333,british dance band,2,Chill / Soft
The Man With the Mandolin,0.622,0.207,-17.286,0.0405,0.898,0.23,0.149,0.793,76.533,british dance band,2,Chill / Soft
Transatlantic Lullaby,0.602,0.156,-17.646,0.0384,0.816,0.000862,0.297,0.512,112.803,british dance band,2,Chill / Soft
Wish Me Luck As You Wave Me Goodbye,0.385,0.149,-13.907,0.036,0.975,0.00624,0.287,0.196,121.383,british dance band,2,Chill / Soft
Lonely,0.291,0.11,-17.273,0.0366,0.965,0.0601,0.252,0.269,113.645,british dance band,2,Chill / Soft
"Goodnight, My Darling, Goodnight",0.298,0.0969,-17.195,0.0369,0.975,0.00178,0.747,0.291,138.451,british dance band,2,Chill / Soft
The Moon Remembered But You Forgot,0.31,0.155,-15.963,0.034,0.901,4.87e-05,0.0979,0.269,68.95,british dance band,2,Chill / Soft
Safe in My Heart,0.307,0.206,-17.618,0.0385,0.944,0.601,0.245,0.403,127.41,british dance band,2,Chill / Soft
Yours,0.355,0.0485,-24.401,0.0377,0.958,0.267,0.2,0.321,109.621,british dance band,2,Chill / Soft
Romany,0.388,0.113,-18.723,0.0393,0.934,0.0182,0.0529,0.384,108.958,british dance band,2,Chill / Soft
F.D.R. Jones,0.7,0.297,-12.973,0.051,0.834,0.0,0.196,0.739,177.645,british dance band,2,Chill / Soft
Waiting for Sally,0.612,0.166,-13.943,0.0802,0.94,0.00196,0.0668,0.756,172.321,british dance band,2,Chill / Soft
On the Outside Looking In,0.76,0.223,-15.596,0.0696,0.935,0.000497,0.101,0.696,132.729,british dance band,2,Chill / Soft
Ninepins in the Sky,0.498,0.145,-16.995,0.0435,0.933,0.0071,0.186,0.568,162.371,british dance band,2,Chill / Soft
When Penelope Prim Passes By,0.364,0.114,-16.576,0.0357,0.967,4.87e-05,0.126,0.306,109.02,british dance band,2,Chill / Soft
My Kind of Music,0.797,0.306,-12.723,0.0427,0.914,0.000918,0.303,0.787,114.745,british dance band,2,Chill / Soft
Singing in the Rain,0.644,0.309,-14.899,0.0598,0.777,0.824,0.0671,0.922,124.14,british dance band,2,Chill / Soft
There's Something Wrong With the Weather,0.596,0.162,-16.638,0.0447,0.977,0.064,0.153,0.789,150.568,british dance band,2,Chill / Soft
Ja Da,0.754,0.253,-13.856,0.0457,0.885,0.0423,0.107,0.756,126.194,british dance band,2,Chill / Soft
Rhumboogie,0.454,0.335,-13.645,0.0584,0.915,0.00639,0.284,0.653,173.063,british dance band,2,Chill / Soft
Ten Little Miles from Town,0.583,0.338,-15.868,0.0434,0.934,0.0635,0.18,0.746,168.731,british dance band,2,Chill / Soft
My Wubba Dolly,0.621,0.449,-4.58,0.062,0.985,0.619,0.138,0.936,178.75,british dance band,0,Party / Energetic
Ups and Downs,0.791,0.616,-5.319,0.035,0.991,0.945,0.121,0.962,130.632,british dance band,0,Party / Energetic
White Jazz,0.633,0.907,-1.905,0.198,0.891,0.865,0.0554,0.95,138.549,british dance band,0,Party / Energetic
Milenberg Joys,0.85,0.779,-3.956,0.223,0.783,0.9,0.0808,0.932,109.583,british dance band,0,Party / Energetic
The Bouncing Ball,0.768,0.793,-3.493,0.0496,0.945,0.875,0.174,0.973,104.115,british dance band,0,Party / Energetic
"Lookie, Lookie, Lookie, Here Comes Cookie",0.74,0.614,-5.751,0.128,0.947,0.044,0.119,0.859,185.07,british dance band,0,Party / Energetic
You Couldn't Be Cuter,0.686,0.685,-2.779,0.193,0.875,0.0206,0.025,0.784,84.91,british dance band,0,Party / Energetic
Blue Jazz,0.762,0.786,-7.04,0.0864,0.794,0.863,0.0811,0.968,137.104,british dance band,0,Party / Energetic
The Moon Remembered But You Forgot,0.406,0.404,-4.018,0.0337,0.977,0.0698,0.554,0.296,71.105,british dance band,2,Chill / Soft
Anything Goes,0.657,0.519,-3.578,0.113,0.882,0.781,0.0436,0.903,182.698,british dance band,0,Party / Energetic
Over the Rainbow,0.401,0.0325,-19.801,0.0368,0.855,0.0,0.108,0.167,84.692,otacore,2,Chill / Soft
Over the Rainbow,0.22,0.0325,-19.801,0.0402,0.855,0.0,0.108,0.168,168.627,otacore,2,Chill / Soft
Oh Willow Waly,0.23,0.174,-11.012,0.0342,0.893,0.0,0.162,0.241,151.215,otacore,2,Chill / Soft
Stand by Me,0.673,0.115,-19.384,0.0374,0.885,0.0,0.328,0.511,114.984,otacore,2,Chill / Soft
Once Upon a December,0.45,0.129,-16.511,0.0386,0.769,0.00157,0.0955,0.465,124.982,otacore,2,Chill / Soft
Nach Nach Man Mor,0.53,0.363,-9.019,0.0342,0.888,0.689,0.651,0.684,132.682,nagpuri pop,2,Chill / Soft
Dil Ki Kathni Piya Na Jane,0.528,0.261,-8.528,0.0481,0.971,0.00469,0.368,0.751,108.372,nagpuri pop,2,Chill / Soft
Mori Kadar Na Karat Kanhai,0.457,0.206,-11.274,0.0311,0.94,0.0,0.189,0.446,80.305,nagpuri pop,2,Chill / Soft
Nach Nach Man Mor,0.53,0.363,-9.019,0.0342,0.888,0.689,0.651,0.684,132.682,nagpuri pop,2,Chill / Soft
Mori Kadar Na Karat Kanhai,0.448,0.206,-11.274,0.0314,0.94,0.0,0.189,0.449,80.491,nagpuri pop,2,Chill / Soft
Dil Ki Kathni Piya Na Jane,0.529,0.261,-8.528,0.0477,0.971,0.00469,0.368,0.751,108.372,nagpuri pop,2,Chill / Soft
Aisa Badla Hai Zamana,0.485,0.0683,-17.13,0.0541,0.994,0.709,0.104,0.294,86.883,nagpuri pop,2,Chill / Soft
Săraca păpuşică plânge,0.66,0.193,-14.903,0.0848,0.987,0.00285,0.0784,0.393,110.338,muzica populara,2,Chill / Soft
Ai să iubești odată și tu,0.342,0.26,-14.285,0.0543,0.993,0.000298,0.202,0.284,97.017,muzica populara,2,Chill / Soft
Sub balcon eu ți-am cântat o serenadă,0.728,0.332,-11.406,0.0758,0.995,0.158,0.15,0.561,117.519,muzica populara,2,Chill / Soft
Pe micul tău album,0.538,0.209,-15.846,0.038,0.982,0.00167,0.273,0.6,110.569,muzica populara,2,Chill / Soft
"Trurli, trurli",0.312,0.174,-17.078,0.0381,0.995,0.66,0.26,0.214,88.423,muzica populara,2,Chill / Soft
"Femeia, eterna poveste",0.49,0.262,-14.988,0.0473,0.995,0.027,0.33,0.332,116.099,muzica populara,2,Chill / Soft
Adio,0.438,0.227,-15.678,0.0447,0.993,0.0237,0.0961,0.27,103.313,muzica populara,2,Chill / Soft
Seara,0.641,0.267,-11.609,0.0404,0.987,0.0,0.129,0.559,123.002,muzica populara,2,Chill / Soft
Azi noapte te-am visat,0.608,0.236,-14.928,0.0522,0.996,0.227,0.183,0.334,118.241,muzica populara,2,Chill / Soft
Mi-e dor de sărutarea ta,0.435,0.275,-12.393,0.037,0.995,0.00163,0.114,0.299,98.54,muzica populara,2,Chill / Soft
Crizanteme,0.499,0.311,-11.7,0.0422,0.991,7.16e-05,0.187,0.484,99.031,muzica populara,2,Chill / Soft
O mia bella Napoli,0.642,0.254,-13.439,0.0512,0.99,3.84e-05,0.199,0.698,122.259,muzica populara,2,Chill / Soft
Ieri la întâlnire,0.534,0.275,-13.27,0.0325,0.981,1.14e-06,0.308,0.391,107.878,muzica populara,2,Chill / Soft
O vorbă de mi-ai spune,0.53,0.194,-15.296,0.042,0.995,0.618,0.0935,0.308,109.946,muzica populara,2,Chill / Soft
Pentru tine am plâns,0.62,0.257,-13.003,0.0383,0.984,0.000128,0.226,0.494,110.305,muzica populara,2,Chill / Soft
Vreau să beau și să cânt,0.778,0.348,-10.64,0.0442,0.961,0.0,0.153,0.657,111.769,muzica populara,2,Chill / Soft
Tangolita,0.561,0.22,-13.969,0.0367,0.991,7.63e-06,0.271,0.297,112.772,muzica populara,2,Chill / Soft
Un plânset de vioară,0.376,0.247,-13.369,0.0413,0.994,7.51e-05,0.286,0.282,107.673,muzica populara,2,Chill / Soft
Marcitta,0.553,0.327,-11.234,0.052,0.994,2.99e-05,0.269,0.593,110.31,muzica populara,2,Chill / Soft
Povestea unui pierde vară,0.514,0.31,-12.667,0.0681,0.993,0.076,0.179,0.458,113.451,muzica populara,2,Chill / Soft
Într-un taxi,0.765,0.322,-13.295,0.0508,0.964,0.0,0.0995,0.86,130.169,muzica populara,2,Chill / Soft
Departe,0.542,0.306,-12.582,0.0385,0.993,0.000382,0.187,0.412,124.261,muzica populara,2,Chill / Soft
Bootin' That Thing,0.572,0.301,-12.015,0.0642,0.995,0.00705,0.146,0.692,137.556,barrelhouse piano,2,Chill / Soft
Where Did You Stay Last Night,0.665,0.109,-12.707,0.112,0.993,4.86e-06,0.149,0.765,95.848,barrelhouse piano,2,Chill / Soft
Howling Man Blue,0.626,0.245,-11.984,0.0487,0.987,0.0344,0.159,0.829,97.195,barrelhouse piano,2,Chill / Soft
Crap Shootin' Blues,0.538,0.133,-13.431,0.268,0.994,0.0209,0.117,0.86,92.738,barrelhouse piano,2,Chill / Soft
Toot Toot Tootsie,0.56,0.442,-10.469,0.0503,0.757,1.3e-06,0.137,0.974,138.098,big band,0,Party / Energetic
Rock-a-bye Your Baby With A Dixie Melody,0.357,0.474,-10.745,0.047,0.741,3.57e-06,0.203,0.619,130.032,big band,2,Chill / Soft
April Showers / Avalon,0.271,0.354,-12.536,0.039,0.752,7.96e-05,0.372,0.58,87.425,big band,2,Chill / Soft
My Mammy,0.423,0.284,-12.471,0.0449,0.728,8.75e-06,0.162,0.704,130.154,big band,2,Chill / Soft
Toot Toot Tootsie (Alternate Version),0.617,0.522,-11.787,0.5,0.786,2.14e-05,0.35,0.89,63.971,big band,1,Rap / Spoken
My Mammy (Alternate Version),0.443,0.294,-12.37,0.0589,0.576,0.0,0.0441,0.635,108.51,big band,2,Chill / Soft
"California, Here I Come (Alternate Version)",0.561,0.511,-12.414,0.17,0.742,0.000251,0.116,0.588,108.935,big band,2,Chill / Soft
"California, Here I Come",0.526,0.612,-8.748,0.0621,0.734,0.000518,0.428,0.812,112.941,big band,0,Party / Energetic
Pretty Baby,0.644,0.557,-10.311,0.112,0.809,0.000289,0.0428,0.952,74.588,big band,0,Party / Energetic
For Whom the Bell Tolls (1943) The Massacre and Love Theme,0.171,0.303,-11.987,0.0382,0.339,0.168,0.118,0.0407,76.519,classic soundtrack,2,Chill / Soft
Bhai Ham Pardesi Log,0.598,0.211,-11.199,0.0668,0.985,0.0,0.0954,0.726,122.293,classic bollywood,2,Chill / Soft
Tu Dekh Zara Dil Ka Darpan,0.437,0.302,-12.672,0.0473,0.984,1.17e-05,0.306,0.579,101.351,classic bollywood,2,Chill / Soft
Kiye Ja Sabka Bhala,0.353,0.602,-19.967,0.0885,0.734,8.7e-05,0.904,0.406,99.341,classic bollywood,2,Chill / Soft
Putli Ka Nach,0.47,0.675,-12.266,0.211,0.864,0.00126,0.132,0.758,181.965,classic bollywood,0,Party / Energetic
Badal Sa Nikal Chala,0.463,0.192,-15.62,0.317,0.993,0.952,0.117,0.265,167.89,classic bollywood,2,Chill / Soft
Arzoo Theme - Instrumental,0.236,0.329,-10.827,0.0345,0.904,0.826,0.287,0.46,83.585,classic bollywood,2,Chill / Soft
Humen Maar Chala Yeh Khayal,0.437,0.366,-12.366,0.0591,0.953,1.02e-05,0.178,0.439,85.12,classic bollywood,2,Chill / Soft
More Ghar Ke Dware Laga,0.565,0.171,-12.416,0.0438,0.991,0.000775,0.271,0.585,104.055,classic bollywood,2,Chill / Soft
Tu Dekh Zara Dil Ka Darpan,0.435,0.302,-12.672,0.048,0.984,1.16e-05,0.306,0.58,100.932,classic bollywood,2,Chill / Soft
Bhai Ham Pardesi Log,0.597,0.211,-11.199,0.0669,0.985,0.0,0.0954,0.724,122.317,classic bollywood,2,Chill / Soft
Badal Aaye,0.538,0.423,-8.955,0.167,0.992,0.272,0.206,0.764,94.387,classic bollywood,2,Chill / Soft
Jamuna Tat Shyam Khelen Holi,0.287,0.542,-12.361,0.0635,0.958,0.828,0.591,0.731,130.72,classic bollywood,2,Chill / Soft
More Angna Men Laga Ambua Ka Ped,0.262,0.887,-11.047,0.166,0.902,0.813,0.446,0.208,127.456,classic bollywood,2,Chill / Soft
Kiye Ja Sabka Bhala,0.356,0.605,-19.967,0.089,0.731,0.000107,0.904,0.405,100.071,classic bollywood,2,Chill / Soft
Badal Sa Nikal Chala,0.531,0.192,-15.62,0.31,0.993,0.952,0.117,0.262,134.605,classic bollywood,2,Chill / Soft
Gao Kabir Udao Abir,0.656,0.606,-8.842,0.17,0.958,0.00838,0.744,0.949,82.36,classic bollywood,1,Rap / Spoken
Dekho Hara-Hara Ban,0.834,0.399,-8.552,0.481,0.956,0.0638,0.227,0.921,83.374,classic bollywood,1,Rap / Spoken
Title Music - Arzoo,0.226,0.329,-10.827,0.0344,0.904,0.826,0.287,0.459,83.489,classic bollywood,2,Chill / Soft
Humen Maar Chala Yeh Khayal,0.447,0.512,-6.332,0.0705,0.957,1.09e-05,0.145,0.458,82.158,classic bollywood,2,Chill / Soft
Aesa Geet Suna Ja,0.491,0.138,-12.743,0.231,0.994,0.888,0.196,0.573,63.369,classic bollywood,2,Chill / Soft
Jo Mera Sapna Sach Ho Jaye,0.407,0.058,-16.607,0.0727,0.994,0.673,0.0886,0.372,74.732,classic bollywood,2,Chill / Soft
